audience1|audience2|audience3|audience4|audience5|audience6|audience7|contributor1id|contributor1name|contributor1role|contributor2id|contributor2name|contributor2role|contributor3id|contributor3name|contributor3role|contributor4id|contributor4name|contributor4role|contributor5id|contributor5name|contributor5role|creator1id|creator1name|creator2id|creator2name|format1|language1|licenseCondition1|publicationType1|publicationVersion1|publishDate1|publisher1|publisher2|repoName|resourceIdentifier1|resourceIdentifier2|resourceIdentifier3|source1|source2|subject10key|subject10value|subject11key|subject11value|subject12key|subject12value|subject1key|subject1value|subject2key|subject2value|subject3key|subject3value|subject4key|subject4value|subject5key|subject5value|subject6key|subject6value|subject7key|subject7value|subject8key|subject8value|subject9key|subject9value|title1|title2|title3
generalPublic||||||||||||||||||||||860587|MATILDE MARGARITA DOMINGUEZ CORNEJO|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2012|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/30|||||||||||info:eu-repo/classification/TITULO/Cuerpos en tránsito: La construcción del cuerpo de un grupo de transexuales en Tijuana|Cuerpos en tránsito: La construcción del cuerpo de un grupo de transexuales en Tijuana|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||Cuerpos en tránsito: La construcción del cuerpo de un grupo de transexuales en Tijuana||
generalPublic||||||||||||||||||||||868985|ISMAEL RIOS RENTERIA|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2014|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/32|||||||||||info:eu-repo/classification/Desarrollo Sustentable/Desarrollo Rural|Desarrollo Rural|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||El impacto socioeconómico y ambiental de los programas agropecuarios en el Municipio de El Oro Durango||
generalPublic||||||||||||||||||||||836729|GERARDO MEDRANO VILLALOBOS|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2010|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/36|||||||||||info:eu-repo/classification/AUTOR/Discursos ocultos discurso normalizador placer culpa.|Discursos ocultos discurso normalizador placer culpa.|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||Comunidades consumidoras de heroína. Los discursos ocultos sobre el placer||
generalPublic||||||||||||||||||||||925704|GUILLERMO ADRIAN HERNANDEZ ALVAREZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2012|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/231|||||||||||info:eu-repo/classification/AUTOR/Desarrollo|Desarrollo|info:eu-repo/classification/AUTOR/Sistema Productivo|Sistema Productivo|info:eu-repo/classification/AUTOR/Frijol|Frijol|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|info:eu-repo/classification/cti/5404|GEOGRAFÍA REGIONAL|||||||DESARROLLO DEL SISTEMA PRODUCTIVO VINCULADO AL FRIJOL Y SU INCIDENCIA EN LA COMPETITIVIDAD DE LA ZONA FRIJOLERA DEL ESTADO DE ZACATECAS||
generalPublic||||||||||||||||||||||851794|ALEJANDRO GONZALEZ GARCIA|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2012|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/33|||||||||||info:eu-repo/classification/AUTOR/Internet Red Social Sociedad en Red Nativos Digitales Capital Social Socialización en Internet Informacionalismo|Internet Red Social Sociedad en Red Nativos Digitales Capital Social Socialización en Internet Informacionalismo|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||Prácticas de socialización de los nativos digitales: Capital social en las redes virtuales.||
generalPublic||||||||||||||||||||||835312|GABRIEL JIMÉNEZ CALVO|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2010|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/280|||||||||||info:eu-repo/classification/AUTOR/Migración|Migración|info:eu-repo/classification/AUTOR/Remesas familiares|Remesas familiares|info:eu-repo/classification/AUTOR/Actores|Actores|info:eu-repo/classification/AUTOR/Bienestar familiar|Bienestar familiar|info:eu-repo/classification/AUTOR/Rincón del Bosque|Rincón del Bosque|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|info:eu-repo/classification/cti/5404|GEOGRAFÍA REGIONAL|||USOS SIGNIFICADOS E IMPACTO DE LAS REMESAS EN EL BIENESTAR DE LAS FAMILIAS. EL CASO DE RINCÓN DEL BOSQUE EN MOTOZINTLA CHIAPAS||
generalPublic||||||||||||||||||||||875522|JONATHAN FRANCISCO GOMEZ MOLINA|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2014|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/187|||||||||||info:eu-repo/classification/Autor/Clientelismo político|Clientelismo político|info:eu-repo/classification/Autor/marginación|marginación|info:eu-repo/classification/Autor/elecciones|elecciones|info:eu-repo/classification/Autor/mediadores|mediadores|info:eu-repo/classification/Autor/compra organizada|compra organizada|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||CLIENTELISMO POLÍTICO Y PROCESOS ELECTORALES: EL VOTO DE LOS MARGINADOS EN TIJUANA B. C. 2004-2013||
generalPublic||||||||||||||||||||||826409|MA. CRISTINA GUIRETTE BARBOSA|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2012|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/34|||||||||||info:eu-repo/classification/AUTOR/Palabras clave: Migración Religiosidad popular católica contemporánea ciberexvoto exvoto desinstitucionalización motivaciones testimonios y/o agradecimientos|Palabras clave: Migración Religiosidad popular católica contemporánea ciberexvoto exvoto desinstitucionalización motivaciones testimonios y/o agradecimientos|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||Las transformaciones de testimonios y/o agradecimientos al Santo Niño de Atocha en el proceso migratorio de zacatecanos hacia Estados Unidos||
generalPublic||||||||||||||||||||||2202069|JOSE LUIS CORONADO RAMIREZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||1998-08-27|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/66|||||||||||info:eu-repo/classification/Autor/Análisis Socioespacial Servicios Salud Tijuana Baja California|Análisis Socioespacial Servicios Salud Tijuana Baja California|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/63|SOCIOLOGÍA|info:eu-repo/classification/cti/6310|PROBLEMAS SOCIALES|info:eu-repo/classification/cti/631011|BIENESTAR SOCIAL|||||||||Análisis socioespacial de los servicios de salud en la ciudad de Tijuana Baja California||
generalPublic||||||||||||||||||||||925642|MARIA EUGENIA HERNANDEZ MORALES|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2012|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/35|||||||||||info:eu-repo/classification/AUTOR/Palabras clave: Migración transnacional indígena diferencia cultural identidad étnica género generación jóvenes.|Palabras clave: Migración transnacional indígena diferencia cultural identidad étnica género generación jóvenes.|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||“OaxAmericans”: La construcción de la identidad étnica en las y los jóvenes de origen indígena de Oaxaca en Madera y Fresno California Estados Unidos.||
generalPublic||||||||||||||||||||||881025|GERMAN OSORIO NOVELA|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2014|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/42|||Autor||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/53|CIENCIAS ECONÓMICAS|||||||||||||||FACTORES TANGIBLES E INTANGIBLES DE COMPETITIVIDAD DE LA MICRO PEQUEÑA Y MEDIANA EMPRESA EN EL ESTADO DE COLIMA||
generalPublic||||||||||||||||||||||820644|LUZ HELENA SALGADO LOCELA|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/doctoralThesis||2010|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/143|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/63|SOCIOLOGÍA|info:eu-repo/classification/cti/6303|SOCIOLOGÍA GENERAL|info:eu-repo/classification/cti/630399|OTRAS|||||||||||Autogestión comunitaria en programas de desarrollo social comunidad diferente en Nuevo León y Baja California 2008-2010||
generalPublic||||||||||||||||||||||623993|Abril Herrera Chávez|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2012|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/37|||||||||||info:eu-repo/classification/AUTOR/Internet Facebook Uso Apropiación Organización de la Sociedad Civil|Internet Facebook Uso Apropiación Organización de la Sociedad Civil|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||La Internet y las organizaciones de la sociedad civil en México: nuevos escenarios para la participación política y social||
generalPublic||||||||||||||||||||||854560|PERLA ACELETH FIERROS VILLANUEVA|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2012|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/38|||||||||||info:eu-repo/classification/AUTOR/Derivados teorías de cobertura valor de la empresa.|Derivados teorías de cobertura valor de la empresa.|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/53|CIENCIAS ECONÓMICAS|||||||||||||EL MERCADO DE DERIVADOS FINANCIEROS Y SU IMPACTO EN EL VALOR DE LAS EMPRESAS EN MÉXICO.||
generalPublic||||||||||||||||||||||922805|RENE JAVIER MUÑOZ VELEZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2010|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/51|||||||||||info:eu-repo/classification/AUTOR/Música Identificación Estereotipo Comunidad Representación|Música Identificación Estereotipo Comunidad Representación|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||En el más allá: un estudio de la música y cultura metalera en Tijuana.||
generalPublic||||||||||||||||||||||853517|JUAN PABLO HUERTA RIVERA|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2012|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/41|||||||||||info:eu-repo/classification/AUTOR/Palabras clave: Representaciones sociales identidad gastronomía.|Palabras clave: Representaciones sociales identidad gastronomía.|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||Una cocina en búsqueda de identidad. Representaciones de la gastronomía de Baja California||
generalPublic||||||||||||||||||||||2083066|ANA ELENA ESPINOZA LOPEZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||1998-09-21|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/62|||||||||||info:eu-repo/classification/Autor/Turismo Transformación urbana Rosarito|Turismo Transformación urbana Rosarito|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/63|SOCIOLOGÍA|info:eu-repo/classification/cti/6307|CAMBIO Y DESARROLLO SOCIAL|info:eu-repo/classification/cti/630706|DESARROLLO SOCIO-ECONÓMICO|||||||||El turismo en la transformación urbana de Playas de Rosarito B.C||
generalPublic||||||||||||||||||||||835305|SERGIO LOBATO JARA|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2010|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/272|||||||||||info:eu-repo/classification/AUTOR/Innovación|Innovación|info:eu-repo/classification/AUTOR/Sistemas de innovación|Sistemas de innovación|info:eu-repo/classification/AUTOR/Proceso de innovación|Proceso de innovación|info:eu-repo/classification/AUTOR/Empresas start-ups|Empresas start-ups|info:eu-repo/classification/AUTOR/Vínculos|Vínculos|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|info:eu-repo/classification/cti/5404|GEOGRAFÍA REGIONAL|||HACIA LA CONFIGURACIÓN DE UN SISTEMA LOCAL DE INNOVACIÓN: LA IMPORTANCIA DE LOS VÍNCULOS DE UN GRUPO DE EMPRESAS START-UPS DE LA CIUDAD DE ENSENADA BAJA CALIFORNIA.||
generalPublic||||||||||||||||||||||853541|LUIS FELIPE JARAMILLO VELASQUEZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2012|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/43|||||||||||info:eu-repo/classification/AUTOR/Competitividad desarrollo económico innovación capacidad empresarial cultura empresarial territorio.|Competitividad desarrollo económico innovación capacidad empresarial cultura empresarial territorio.|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/53|CIENCIAS ECONÓMICAS|||||||||||||CAPACIDAD EMPRESARIAL PARA LA INNOVACION EN LOS SECTORES COMERCIO SERVICIOS Y TURISMO. ESTUDIO COMPARATIVO DE TIJUANA (MEXICO) Y MEDELLIN (COLOMBIA)||
generalPublic||||||||||||||||||||||2035484|ARACELI ALMARAZ ALVARADO|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||1996|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/266|||||||||||info:eu-repo/classification/agroindustria/socio-organizacional|socio-organizacional|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/63|SOCIOLOGÍA|||||||||||||Potencial de desarrollo productivo regional: un análisis socio-organizacional de la agroindustria del limón en colima||
generalPublic||||||||||||||||||||||858292|AURELIO MEZA VALDEZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2012|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/45|||||||||||info:eu-repo/classification/autor/arte colectivos frontera hibridismo literatura San Diego Tijuana.|arte colectivos frontera hibridismo literatura San Diego Tijuana.|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||La frontera silenciada: aproximación narrativa a tres colectivos artístico literarios en Tijuana y San Diego||
generalPublic||||||||||||||||||||||857540|GRISSEL OLIVERA MARTINEZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2012|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/48|||||||||||info:eu-repo/classification/AUTOR/SALUD EMPLEO|SALUD EMPLEO|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/53|CIENCIAS ECONÓMICAS|||||||||||||EFECTOS DEL SEGURO POPULAR EN SALUD SOBRE LA PROBABILIDAD A EMPLEARSE EN EL SECTOR FORMAL EN MÉXICO 2010-2011||
generalPublic||||||||||||||||||||||859708|LUIS ADOLFO ORTEGA GRANADOS|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2012|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/47|||||||||||info:eu-repo/classification/TITULO/Seguridad en movimiento. La movilidad como estrategia de los empresarios fronterizos para afrontar la violencia en Tijuana Baja California|Seguridad en movimiento. La movilidad como estrategia de los empresarios fronterizos para afrontar la violencia en Tijuana Baja California|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||Seguridad en movimiento. La movilidad como estrategia de los empresarios fronterizos para afrontar la violencia en Tijuana Baja California||
generalPublic||||||||||||||||||||||854427|ADRIANA LOPEZ ACLE DELGADO|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2012|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/244|||||||||||info:eu-repo/classification/AUTOR/política de inmigración|política de inmigración|info:eu-repo/classification/AUTOR/acción gubernamental|acción gubernamental|info:eu-repo/classification/AUTOR/acción social|acción social|info:eu-repo/classification/AUTOR/gestión pública|gestión pública|info:eu-repo/classification/AUTOR/Deportación/repatriación|Deportación/repatriación|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|info:eu-repo/classification/cti/5404|GEOGRAFÍA REGIONAL|||LA DEPORTACIÓN DE MEXICANOS DESDE ESTADOS UNIDOS: ACCIÓN GUBERNAMENTAL Y SOCIAL EN TIJUANA BAJA CALIFORNIA.||
generalPublic||||||||||||||||||||||2042333|ISAAC LEOBARDO SANCHEZ JUAREZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/doctoralThesis||2010|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/144|||||||||||info:eu-repo/classification/ESTUDIOS REGIONALES/Economía desarrollo industrial|Economía desarrollo industrial|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/63|SOCIOLOGÍA|info:eu-repo/classification/cti/6303|SOCIOLOGÍA GENERAL|info:eu-repo/classification/cti/630399|OTRAS|||||||||Estancamiento económico e industrias manufactureras regionales en México 1993-2010: explicación y propuestas||
generalPublic||||||||||||||||||||||820511|MARLEN MARTINEZ DOMINGUEZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2006|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/110|||||||||||info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|info:eu-repo/classification/cti/5404|GEOGRAFÍA REGIONAL|info:eu-repo/classification/cti/540402|GEOGRAFÍA RURAL|||||||||||Análisis del ingreso rural a partir de una matriz de contabilidad social: el caso del maíz en el Bledal Sinaloa||
generalPublic||||||||||||||||||||||2083057|HUMBERTO GARCIA JIMENEZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||1998-09-03|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/57|||||||||||info:eu-repo/classification/Autor/Trayectorias productivas Tecnología Ambiente Maquiladora Electrónica Tijuana|Trayectorias productivas Tecnología Ambiente Maquiladora Electrónica Tijuana|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/63|SOCIOLOGÍA|info:eu-repo/classification/cti/6306|SOCIOLOGÍA DEL TRABAJO|info:eu-repo/classification/cti/630603|SOCIOLOGÍA INDUSTRIAL|||||||||Trayectorias productivas y tecnología ambiental en la industria maquiladora electrónica de Tijuana||
generalPublic||||||||||||||||||||||881027|MARIA DEL PILAR SALAZAR VARGAS|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2014|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/52|||||||||||info:eu-repo/classification/AUTOR/Agua suministro vulnerabilidad hogares efectos capitales|Agua suministro vulnerabilidad hogares efectos capitales|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||Vulnerabilidad social a la disminución del suministro hídrico en el Distrito Federal. El caso de los efectos en la salud y el ingreso de los hogares en Iztapalapa 1984-2030||
generalPublic||||||||||||||||||||||857533|JAIRO ALBERTO LOPEZ NAVARRETE|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2012|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/267|||||||||||info:eu-repo/classification/AUTOR/SEGREGACIÓN SOCIO-ESPACIAL|SEGREGACIÓN SOCIO-ESPACIAL|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|info:eu-repo/classification/cti/5404|GEOGRAFÍA REGIONAL|||||||||||SEGREGACIÓN SOCIO-ESPACIAL EN CD.JUÁREZ CHIHUAHUA (1990-2010)||
generalPublic||||||||||||||||||||||923086|ANA MARIA MORALES NEVAREZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2010|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/282|||||||||||info:eu-repo/classification/AUTOR/Participación social|Participación social|info:eu-repo/classification/AUTOR/Educación|Educación|info:eu-repo/classification/AUTOR/Gestión escolar|Gestión escolar|info:eu-repo/classification/AUTOR/Programa Escuelas de Calidad|Programa Escuelas de Calidad|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|info:eu-repo/classification/cti/5404|GEOGRAFÍA REGIONAL|||||PARTICIPACIÓN SOCIAL Y GESTIÓN ESCOLAR. EL CASO DEL PROGRAMA ESCUELAS DE CALIDAD EN TIJUANA BAJA CALIFORNIA 2001-2009.||
generalPublic||||||||||||||||||||||966703|YESSICA ITALIVI LARA LOPEZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2014|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/83|||||||||||info:eu-repo/classification/AUTOR/Prácticas socio-espaciales turismo residencial asociaciones producción del espacio Playas de Rosarito.|Prácticas socio-espaciales turismo residencial asociaciones producción del espacio Playas de Rosarito.|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/54|GEOGRAFÍA|info:eu-repo/classification/cti/5403|GEOGRAFÍA HUMANA|info:eu-repo/classification/cti/540304|GEOGRAFÍA DE LA RELIGIÓN|||||||||PRÁCTICAS SOCIO-ESPACIALES DE LOS TURISTAS RESIDENCIALES EN PLAYAS DE ROSARITO.||
generalPublic||||||||||||||||||||||857531|EHRHARDT PLOENNIG DEL CASTILLO|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2012|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/53|||||||||||info:eu-repo/classification/AUTOR/Palabras clave: voluntariado ciudadanía trabajo complejidad de las identidades sociales género juventud territorio.|Palabras clave: voluntariado ciudadanía trabajo complejidad de las identidades sociales género juventud territorio.|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||Construcción del género y de la ciudadanía de l@s jóvenes en el trabajo voluntario. El caso de Tijuana Baja California||
generalPublic||||||||||||||||||||||2073387|ANA CLAUDIA COUTIGNO RAMIREZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||1994|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/112|||||||||||info:eu-repo/classification/Autor/Historia demográfica|Historia demográfica|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/55|HISTORIA|info:eu-repo/classification/cti/5502|HISTORIA GENERAL|info:eu-repo/classification/cti/550201|HISTORIA COMPARADA|||||||||La historia demográfica en dos misiones de Baja California San Fernando Velicata y El Santisimo Rosario||
generalPublic||||||||||||||||||||||860599|IRMA DANIELA RENTERIA DIAZ|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2012|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/54|||||||||||info:eu-repo/classification/AUTOR/Palabras clave: Significados Proyecto de vida Autorrealización Estudiantes Universitarios|Palabras clave: Significados Proyecto de vida Autorrealización Estudiantes Universitarios|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||Posibilidades de autorrealización: Significados de la educación superior y proyecto de vida en estudiantes universitarios de Tijuana.||
generalPublic||||||||||||||||||||||826067|RENE ILEANA VELAZQUEZ POMPEYO|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/doctoralThesis||2010|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/147|||||||||||info:eu-repo/classification/ESTUDIOS REGIONALES/Transferibilidad sistema sociotécnico competencias profesionales|Transferibilidad sistema sociotécnico competencias profesionales|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/63|SOCIOLOGÍA|info:eu-repo/classification/cti/6303|SOCIOLOGÍA GENERAL|info:eu-repo/classification/cti/630399|OTRAS|||||||||Transferibilidad de las competencias profesionales de los ingenieros en I+D en empresas multinacionales en México||
generalPublic||||||||||||||||||||||983295|ADRIAN VALDES BARRERA|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2014|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/55|||||||||||info:eu-repo/classification/Autor/Cotas desarrollo de capacidades gestión integral de los recursos hídricos análisis organizacional.|Cotas desarrollo de capacidades gestión integral de los recursos hídricos análisis organizacional.|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|||||||||||||||Análisis organizacional del comité técnico de aguas subterráneas y su eficacia en la gestión integral de los recursos hídricos en el Acuífero Guadalupe B.C.||
generalPublic||||||||||||||||||||||872253|RAFAEL PEREZ PEÑA|||application/pdf|spa|http://creativecommons.org/licenses/by-nd/4.0|info:eu-repo/semantics/masterThesis||2014|||Repositorio Institucional de El Colegio de la Frontera Norte|http://colef.repositorioinstitucional.mx/jspui/handle/1014/59|||||||||||info:eu-repo/classification/AUTOR/Precio del maíz producción de etanol depreciación del dólar crecimiento de la población consumo de maíz en China e India excedentes de los agentes económicos.|Precio del maíz producción de etanol depreciación del dólar crecimiento de la población consumo de maíz en China e India excedentes de los agentes económicos.|info:eu-repo/classification/cti/5|CIENCIAS SOCIALES|info:eu-repo/classification/cti/53|CIENCIAS ECONÓMICAS|||||||||||||DETERMINANTES DEL PRECIO DEL MAÍZ EN EL PERIODO 2000-2011 Y SUS EFECTOS EN EL BIENESTAR DE MÉXICO Y ESTADOS UNIDOS||
