audience1,audience2,audience3,audience4,contributor1id,contributor1name,contributor1role,contributor2id,contributor2name,contributor2role,contributor3id,contributor3name,contributor3role,contributor4id,contributor4name,contributor4role,creator1id,creator1name,format1,language1,licenseCondition1,publicationType1,publicationVersion1,publishDate1,publisher1,publisher2,repoName,resourceIdentifier1,resourceIdentifier2,source1,source2,subject10key,subject10value,subject11key,subject11value,subject12key,subject12value,subject13key,subject13value,subject14key,subject14value,subject15key,subject15value,subject16key,subject16value,subject17key,subject17value,subject18key,subject18value,subject19key,subject19value,subject1key,subject1value,subject20key,subject20value,subject2key,subject2value,subject3key,subject3value,subject4key,subject4value,subject5key,subject5value,subject6key,subject6value,subject7key,subject7value,subject8key,subject8value,subject9key,subject9value,title1
,,,,,,,,,,,,,,,,2093762,MARIANNA POOL WESTGAARD,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1990,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/j9602190h,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Papeles temáticos y relaciones sintácticas: un estudio de argumentos verbales del español
,,,,,,,,,,,,,,,,980716,SERGIO PRUDENCIO AUGUSTO QUEZADA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1990,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/qn59q5284,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Pueblos y caciques yucatecos 1550-1580
,,,,,,,,,,,,,,,,2013056,LAWRENCE DOUGLAS TAYLOR HANSEN,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1990,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/cn69m550w,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La gran aventura en México: el papel de los voluntarios extranjeros en los ejércitos revolucionarios mexicanos 1910 a 1915
,,,,,,,,,,,,,,,,2004039,ROSA MARIA DE LOURDES MARQUEZ MORFIN,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1991,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/xd07gv009,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La desigualdad ante la muerte: 1800-1850
,,,,,,,,,,,,,,,,2011653,LILIANA IRENE WEINBERG MARCHEVSKY,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1991,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/pr76f4765,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El orden de la interpretación: un estudio sobre Muerte y transfiguración de Martín Fierro de Ezequiel Martínez Estrada
,,,,,,,,,,,,,,,,987807,WALBURGA MARIA WIESHEU FORSTER,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,1991,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/zs25x973g,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,El origen del estado y de la civilizacion en China: el caso de la Dinastía Xia
,,,,,,,,,,,,,,,,2010305,JUAN ORTIZ ESCAMILLA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1992,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/1r66j2404,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El ejercicio del poder durante la guerra de independencia en México 1810-1823
,,,,,,,,,,,,,,,,2008479,LUIS ABOITES AGUILAR,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1993,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/765372872,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Norte precario: poblamiento y colonización en México 1760-1940
,,,,,,,,,,,,,,,,685019,Monica Blanco,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1993,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/nc580n93z,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Revolución y contienda política en Guanajuato 1908-1913
,,,,,,,,,,,,,,,,2005802,TERESITA EUGENIA CARBO PEREZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1993,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/ks65hd66n,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El discurso parlamentario mexicano entre 1920 y 1950: un estudio de caso en metodología de análisis de discurso
,,,,,,,,,,,,,,,,2011144,FRANCISCO JAVIER CERVANTES BELLO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1993,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/9g54xk10r,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,De la impiedad y la usura: los capitales eclesiásticos y el crédito en Puebla 1825-1863
,,,,,,,,,,,,,,,,2014006,ESTHER HERRERA ZENDEJAS,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1993,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/kk91fm84t,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Palabras estratos y representaciones: temas de la fonología léxica en zoque
,,,,,,,,,,,,,,,,2010307,CARLOS ILLADES AGUIAR,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1993,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/6682x505s,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Hacia la república del trabajo: artesanos y mutualismo en la ciudad de México 1853-1876
,,,,,,,,,,,,,,,,2011382,SANDRA KUNTZ FICKER,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1993,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/s7526d71j,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El Ferrocarril Central Mexicano 1880-1907
,,,,,,,,,,,,,,,,39468,Armando Martinez Garnica,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1993,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/vm40xs77j,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La casa de Moctezuma: la incorporación de los linajes nobles del valle de México a la sociedad novohispana del siglo XVI
,,,,,,,,,,,,,,,,2013185,SONIA PEREZ TOLEDO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1993,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/w37638013,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Los hijos del trabajo: los artesanos de la ciudad de México 1780-1853
,,,,,,,,,,,,,,,,2233767,ORALIA RODRIGUEZ ARREDONDO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1993,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/qr46r201z,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El uso de los modos verbales en enunciados causales finales y condicionales de niños mexicanos de seis años
,,,,,,,,,,,,,,,,2013146,MARIA DEL CARMEN SALINAS SANDOVAL,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1993,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/bz60cx67r,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Transformación o permanencia del gobierno municipal: estado de México 1876-1880
,,,,,,,,,,,,,,,,2010443,ANTONIO ESCOBAR OHMSTEDE,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1994,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/dr26xz73x,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,De cabeceras a pueblos-sujetos: las continuidades y transformaciones de los pueblos indios de las huastecas hidalguense y veracruzana 1750-1853
,,,,,,,,,,,,,,,,2012862,CARLOS MACIAS RICHARD,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1994,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/gt54kp41h,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La fuerza del destino: una biografía de Plutarco Elías Calles
,,,,,,,,,,,,,,,,2014157,MARIA JOSE RODILLA LEON,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1994,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/rr171z476,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Lo maravilloso medieval en El Bernardo de Balbuena
,,,,,,,,,,,,,,,,3015884,Ariel Rodríguez Kuri,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1994,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/kw52j9454,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La experiencia olvidada: el Ayuntamiento de México: política y administración 1876-1912
,,,,,,,,,,,,,,,,3023622,Liljana Arsovska,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,1995,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/q237ht22q,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El Dao de Jing en la República Popular China
,,,,,,,,,,,,,,,,2201238,MONICA INES CEJAS,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,1995,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/6108vc263,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,Una interpretación de las relaciones de género entre los aguikuyo: cambios y permanencias en una situación de subordinación de las mujeres circa último tercio del siglo XIX primer tercio del siglo XX
,,,,,,,,,,,,,,,,3023631,Rafael Antonio Díaz Díaz,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1995,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/tt44pp265,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El sistema esclavista urbano y urbano-regional en Santafé de Bogotá 1700-1750
,,,,,,,,,,,,,,,,835368,FRANCISCO GARCÍA GONZÁLEZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1995,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/9k41zf686,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Sociedad y familia en Zacatecas: la vida de un microcosmos minero 1750-1830
,,,,,,,,,,,,,,,,2012703,CORALIA GUTIERREZ ALVAREZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1995,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/f4752h997,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El conflicto social en la industria textil: empresarios y obreros de Puebla-Tlaxcala 1892-1914
,,,,,,,,,,,,,,,,2009816,HECTOR CUAUHTEMOC HERNANDEZ SILVA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1995,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/2j62s620r,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Las élites regionales y la formación del estado de Sonora 1790-1831
,,,,,,,,,,,,,,,,2011143,ROSALVA LORETO LOPEZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1995,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/0g354g48q,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Los conventos femeninos y la civilidad urbana en la Puebla de los ángeles del siglo XVIII
,,,,,,,,,,,,,,,,2005837,JOSE ANTONIO MATESANZ IBAÑEZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1995,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/nv935410n,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,México ante la guerra civil española 1936-1939
,,,,,,,,,,,,,,,,2013884,FRANCISCO JAVIER MEYER COSIO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1995,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/5999n4754,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La minería en Guanajuato: denuncios minas y empresas 1892-1913
,,,,,,,,,,,,,,,,2002605,LAURA LETICIA MAYER CELIS,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1995,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/02870x197,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Estadística y comunidad científica en México 1826-1848: entre el infierno de una realidad y el cielo de un imaginario
,,,,,,,,,,,,,,,,2013391,ANTONIO PADILLA ARROYO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1995,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/6395w839c,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Criminalidad cárceles y sistema penitenciario en México 1876-1910
,,,,,,,,,,,,,,,,854123,ROCIO RUIZ DE LA BARRERA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1995,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/kp78gh49r,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La empresa de minas del Real del Monte 1849-1906
,,,,,,,,,,,,,,,,2031748,JOSE ARTURO SAAVEDRA CASCO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,1995,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/dz010r37p,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La rebelión Maji Maji: un análisis historiográfico
,,,,,,,,,,,,,,,,2013152,LILLIAN VON DER WALDE MOHENO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1995,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/5712m784m,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Grisel y Mirabella de Juan de Flores
,,,,,,,,,,,,,,,,2012913,LEOPOLDO RENE GARCIA CASTRO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1996,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/z603qz804,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Los pueblos otomianos: una continuidad convenida siglos XV-XVII
,,,,,,,,,,,,,,,,2031095,CLAUDIA REYES TRIGOS,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1996,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/v405sb677,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Narrar a los seis años: algunas características de las narraciones producidas por niños de la Ciudad de Monterrey
,,,,,,,,,,,,,,,,2013191,FRANCISCO JAVIER RODRIGUEZ GARZA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1996,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/vx021g401,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Cambio institucional y pensamiento económico en el México de entre-guerras 1920-1946
,,,,,,,,,,,,,,,,2013201,MATILDE SOUTO MANTECON,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1996,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/v405sb68h,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La política y el comercio de una corporación tardía: el Consulado de Veracruz 1781-1824
,,,,,,,,,,,,,,,,2120165,FRANCISCO JOSE SANTOS ZERTUCHE,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1996,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/mk61rj13q,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Señorío dinero y arquitectura: El Palacio de la Inquisición de México 1571-1820
,,,,,,,,,,,,,,,,2515528,WILDA CELIA WESTERN,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,1996,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/2801ph700,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,La nación nasserista
,,,,,,,,,,,,,,,,2013047,VERONICA ZARATE TOSCANO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1996,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/44558f68b,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Los nobles ante la muerte en México: actitudes ceremonias y memoria 1750-1850
,,,,,,,,,,,,,,,,2016292,MILAGROS ALFONSO VEGA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1997,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/vh53ww982,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Construcciones causativas de infinitivo en el español medieval: estructura y evolución
,,,,,,,,,,,,,,,,2202261,EMILIO GARCIA MONTIEL,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,1997,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/9c67wn99q,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,,,,,,,,,,,,,,,Modelos urbanos y arquitectónicos occidentales en el espacio público de Tokio 1868-1930
,,,,,,,,,,,,,,,,2013160,JOSE DE LA CRUZ PACHECO ROJAS,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1997,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/gh93h079m,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Misión y educación: los jesuitas en Durango 1596-1767
,,,,,,,,,,,,,,,,2013307,MARIA CECILIA SHERIDAN PRIETO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1997,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/8910jv768,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Formación y ocupación española de la provincia de Coahuila siglos XVI-XVIII
,,,,,,,,,,,,,,,,2010302,JORGE SILVA RIQUER,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1997,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/ff365639s,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Producción agropecuaria y mercados regionales en Michoacán siglo XVIII
,,,,,,,,,,,,,,,,2013329,MARIA ISABEL GUILLERMINA DEL VALLE PAVON,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1997,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/rn301258c,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El Consulado de comerciantes de la Ciudad de México y las finanzas novohispanas 1592-1827
