Title,File Name,Repo_name,creator,identifier,Date,language_correcto,Grado,Centro,Programa,Publisher,Subject Conacyt,Subject Conacyt 2,Tema - Especialización,Subject,Audience 1,Audience 2
Evaluación de competencias en información en la comunidad académica de postgrado de la universidad de Panamá,2012_arauz_e.pdf,2012_arauz_e.pdf,"Araúz Mela, Estanislao",118,2012,,Maestro en Bibliotecología,Biblioteca Daniel Cosío Villegas,Programa de Maestría en Bibliotecología,El Colegio de México A.C.,4,,,Alfabetización informativa,Researchers,Students
Dinamica demográfica de Zacatecas de 1970 a 1995 con énfasis en su contexto socioeconómico,1999_padilla_Jm.pdf,,"Padilla, Juan Manuel",120,1999,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Zacatecas,Researchers,Students
Espacios de resistencia cotidiana de la mujer árabe-musulmana,1999_estrada_r.pdf,,"Estrada Valencia, Rosita",121,1999,,Maestro en Estudios de Asia y Africa,Centro de Estudios de Asia y Africa,,El Colegio de México A.C.,5,,,Mujeres,Researchers,Students
La educación multicultural en Japón,1999_calvillo_m.pdf,,"Calvillo Velasco, Mercedes",125,1999,,Maestro,Centro de Estudios de Asia y Africa,,El Colegio de México A.C.,4,5,Japón,Cultura,Researchers,Students
Los préstamos del árabe al suajili: un caso de lenguas en contacto,1999_ciani_l.pdf,,"Ciani del Pio, Letizia",126,1999,,Maestro en Estudios de Asia y Africa,Centro de Estudios de Asia y Africa,,El Colegio de México A.C.,4,,,Arabe (Idioma),Researchers,Students
Salud reproductiva en el refugio,1999_rosas_ca.pdf,,"Rosas, Carolina A",134,1999,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Mujeres guatemaltecas en México,Researchers,Students
Una comparación entre medidas para evaluar políticas comerciales,1998_buenrostro_l.pdf,1998_buenrostro_l.pdf,"Buenrostro Sánchez, Lucía",136,1998,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Arancel de aduanas,Researchers,Students
La innovación tecnológica: una faceta del avance tecnológico : análisis de esta actividad en México,1999_martinez_ja.pdf,,"Martínez Castillo, José Alejo",146,1999,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Innovaciones técnicas,Researchers,Students
La región centro de México: una región funcional urbana?,1998_corona_r.pdf,1998_corona_r.pdf,"Corona Cuapio, Reina",148,1998,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Ciudades y pueblos,Researchers,Students
El comportamiento reproductivo de los varones a través de la perspectiva de género,2000_contreras_Jm.pdf,,"Contreras Urbina, Juan Manuel",156,2000,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Fecundidad humana,Researchers,Students
Jefatura femenina de hogar: un acercamiento a partir de la ENIGH-96,2000_sosa_mv.pdf,,"Sosa Márquez, María Viridiana",165,2000,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Familia,Researchers,Students
El papel de los combustibles en la política del aire para el Valle de México,1999_estrada_g.pdf,,"Estrada Díaz, Gabriela",171,1999,,Maestro en Estudios Urbanos,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Aire,Researchers,Students
Las fronteras del riesgo: inmigración y SIDA en los municipios conurbados del área metropolitana de la Ciudad de México,1999_gayet_c.pdf,,"Gayet, Cecilia Inés",172,1999,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Migración interna,Researchers,Students
Análisis de la localización y organización de la producción en las regiones,1998_incln_r.pdf,1998_inclan_r.pdf,"Inclán Garza, Rodrigo",181,1998,,Maestro en Estudios Urbanos,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Administración industrial,Researchers,Students
"El divorcio en México, 1926-1995: una visión demográfica",2000_surez_l.pdf,,"Suárez López, Leticia",182,2000,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Divorcio,Researchers,Students
Impactos de algunas reformas económicas en un pueblo de La Laguna: una aplicación del análisis de multiplicadores,1999_rodriguez_mdelr.pdf,1999_rodriguez_m_del_r.pdf,"Rodríguez González, María del Refugio",188,1999,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Cultivos,Researchers,Students
El Likud: ideología y realísmo,1998_quiroz_nl.pdf,,"Quiroz Reyes, Nora Larisa",191,1998,,Maestro en Estudios de Asia y Africa,Centro de Estudios de Asia y Africa,,El Colegio de México A.C.,5,,Medio Oriente,Ideología,Researchers,Students
Competencia y costos en el sector bancario mexicano,1998_romero_c.pdf,1998_romero_c.pdf,"Romero Hernández, Carlos",192,1998,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Bancos,Researchers,Students
Estudio sobre la dinámica de las relaciones sociales en la República de Corea,1998_escalona_a.pdf,1998_escalona_a.pdf,"Escalona Agüero, Alejandro",194,1998,,Maestro en Estudios de Asia y Africa,Centro de Estudios de Asia y África,,El Colegio de México A.C.,5,,Asia Pacífico,Industrialización,Researchers,Students
Violencia en tierra caliente: guerra criminal e intervenciones federales de 2000 a 2014,2016_zepeda_r.pdf,2016_zepeda_r.pdf,"Zepeda Gil, Raúl",196,2016,,Maestro en Ciencia Política,Centro de Estudios de Internacionales,,El Colegio de México A.C.,5,,,Control de drogas y narcóticos,Researchers,Students
"¿En qué hogares viven los viejos?: México, 1997",2000_fonte_c.pdf,,"Fonte Avalos, Cristina",200,2000,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Ancianos,Researchers,Students
Las estructuras modelo de Coale y Trussell: aplicadas al caso mexicano,1996_barreto_a.pdf,1996_barreto_a.pdf,"Barreto Villanueva, Adan",201,1996,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,"Coale, Ansley J.",Researchers,Students
"Una interpretación de las relaciones de género entre los aguikuyo: cambios y permanencias en una situación de subordinación de las mujeres, circa último tercio del siglo XIX primer tercio del siglo XX",1995_cejas_mi.pdf,1995_cejas_mi.pdf,"Cejas, Mónica Inés",202,1995,,Maestro en Estudios de Asia y Africa,Centro de Estudios de Asia y Africa,,El Colegio de México A.C.,5,4,Africa,Conducta (Psicología),Researchers,Students
Matices de la pobreza: rezago demográfico y socioeconómico en Chiapas,1995_fernandez_p.pdf,1995_fernandez_p.pdf,"Fernández Ham, Patricia",206,1995,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Pobreza,Researchers,Students
"El desarrollo económico del Soconusco y el crecimiento demográfico y territorial de Tapachula, 1880-1990",1996_camas_fJ.pdf,1996_camas_fJ.pdf,"Camas Reyes, Francisco Javier",209,1996,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Ciudades y pueblos,Researchers,Students
Debate téorico sobre los orígenes de la subordinación de la mujer en Africa: el caso de Zaire,1996_guzman_mdels.pdf,1996_guzman_mdels.pdf,"Guzmán Ornelas, María del Socorro",215,1996,,Maestro en Estudios de Asia y Afríca,Centro de Estudios de Asia y África,,El Colegio de México A.C.,5,,Africa,Mujeres,Researchers,Students
La rebelión Maji Maji: un análisis historiográfico,1995_saavedra_Ja.pdf,1995_saavedra_Ja.pdf,"Saavedra Casco, José Arturo",222,1995,,Maestro en Estudios de Asia y Africa,Centro de Estudios de Asia y Africa,,El Colegio de México A.C.,4,,Africa,"Maji-Maji, Rebelión de",Researchers,Students
Localización del comercio detallista moderno en el Distrito Federal: crecimiento y áreas de mercado,1996_magana_nm.pdf,1996_magana_nm.pdf,"Magaña Cervantes, Norma M.",223,1996,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Ciudades y pueblos,Researchers,Students
Transformaciones en la dinámica de los volúmenes almacenados en el lago de Chapala: sus determinantes e implicaciones,1995_porras_ib.pdf,1995_porras_ib.pdf,"Porras Silva, Isabel Brígida",227,1995,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Recursos hidráulicos,Researchers,Students
Envejecimiento en México: condición social y participación económica de la población con 65 años y más en la ciudad de México,1995_montesdeoca_vz.pdf,1995_montes_de_oca_vz.pdf,"Montes de Oca Zavala, Verónica Z.",228,1995,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Ancianos,Researchers,Students
La demografía matemática y su utilidad para la medición de la nupcialidad en México,1995_vela_f.pdf,,"Vela Peón, Fortino",229,1995,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Demografía,Researchers,Students
El neolítico medio en la altiplanicie central del norte de China,1995_moncayo_re.pdf,1995_moncayo_re.pdf,"Moncayo Ochoa, Rosa Elena",230,1995,,Maestro en Estudios de Asia y Africa,Centro de Estudios de Asia y África,,El Colegio de México A.C.,4,,China,Arqueología,Researchers,Students
Mortalidad en México: causas directamente atribuibles al consumo de alcohol,1995_gay_hd.pdf,1995_gay_hd.pdf,"Gay, Hebe Denise",231,1995,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Alcoholismo,Researchers,Students
Algunas características socio-económicas y demográficas de las mujeres migrantes y nativas en México,1996_menkes_c.pdf,1996_menkes_c.pdf,"Menkes, Catherine",234,1996,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Fecundidad humana,Researchers,Students
La geografía política de la región central mexicana: voto y gasto en solidaridad como relaciones de intercambio político,1996_molinatti_ac.pdf,1996_molinatti_ac.pdf,"Molinatti, Alejandra Catalina",236,1996,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,México,Researchers,Students
El estado y la urbanización de la zona metropolitana de la ciudad de México en la década de los ochenta,1996_vite_ma.pdf,1996_vite_ma.pdf,"Vite Pérez, Miguel Ángel",238,1996,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Ciudades y pueblos,Researchers,Students
La autonomía femenina y su influencia en el espaciamiento y número de hijos,1996_nehmad_g.pdf,1996_nehmad_g.pdf,"Nehmad Amkie, Grace",239,1996,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Mujeres en México,Researchers,Students
El conflicto Iraq-Kuwait,1996_mesa_l.pdf,1996_mesa_l.pdf,"Mesa Delmonte, Luis",242,1996,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,5,,Medio Oriente,"Guerra del Golfo Pérsico, 1996",Researchers,Students
"Políticas de regularización de la tenencia de la tierra en los municipios conurbados de la zona metropolitana de la ciudad de México, 1970-1992",1996_huaman_ea.pdf,1996_huaman_ea.pdf,"Huamán Herrera, Elías Antonio",243,1996,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Tierra,Researchers,Students
La regularización de la tenencia de la tierra en colonias asentadas en ejidos 1982-1988,1990_cano_a.pdf,1990_cano_a.pdf,"Cano Asperó, Andrea",247,1990,,Maestro en Desarrollo Urbano,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Asentamientos humanos,Researchers,Students
Migración y comportamiento electoral en Querétaro,1996_morales_mg.pdf,1996_morales_mg.pdf,"Morales Garza, Martha Gloria",255,1996,,Maestro en Ciencia Política,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Elecciones,Researchers,Students
"Migración interna al norte de México, un análisis histórico demográfico de los patrones migratorios",1995_vazquez_g.pdf,1995_vazquez_g.pdf,"Vázquez Benítez, Gabriela",258,1995,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Migración interna,Researchers,Students
"Las probabilidades de agrandamiento de familia y la fecundidad por orden de nacimiento: Sonora, censos 1980 y 1990",1995_hernandez_po.pdf,1995_hernandez_po.pdf,"Hernández Espinoza, Patricia Olga",265,1995,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Fecundidad humana,Researchers,Students
Mortalidad adulta en México: un análisis de la desigualdad socioeconómica,1996_rojas_g.pdf,1996_rojas_g.pdf,"Rojas García, Georgina",267,1996,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Marginación social,Researchers,Students
"Una aproximación a la comida en Bachile, Guinea Bissau",1996_delgado_rdeJ.pdf,1996_delgado_r_de_J.pdf,"Delgado Salazar, Ramiro de Jesús",271,1996,,Maestro en Estudios de Asia y Africa,Centro de Estudios de Asia y Africa,,El Colegio de México A.C.,5,,,Etnicidad,Researchers,Students
La nación nasserista,1996_western_wc.pdf,1996_western_wc.pdf,"Western, Wilda Celia",287,1996,,Maestro en Estudios de Asia y Africa,Centro de Estudios de Asia y Africa,,El Colegio de México A.C.,5,4,,Nacionalismo,Researchers,Students
Evolución de la mortalidad infantil en México hasta 1990,1995_gallardo_gy.pdf,1995_gallardo_gy.pdf,"Gallardo Hurtado, Georgina Yolotl",288,1995,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Niños,Researchers,Students
Los desplazamientos diarios de la población en el área metropolitana de Monterrey,1996_larralde_ah.pdf,1996_larralde_ah.pdf,"Larralde Corona, Adriana Helia",289,1996,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Transporte urbano,Researchers,Students
Mortalidad adulta en la ciudad de México: una perspectiva desde el acceso a los servicios de salud y el estilo de vida,1996_luna_s.pdf,1996_luna_s.pdf,"Luna Santos, Silvia",290,1996,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Costo y standard de vida,Researchers,Students
Mortalidad materna en México,1996_aguirre_af.pdf,1996_aguirre_af.pdf,"Aguírre Martínez, Alejandro Francisco",293,1996,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Madres,Researchers,Students
Equipamiento y desequilibrio territorial en el DF,1996_preciat_eJ.pdf,1996_preciat_eJ.pdf,"Preciat, Eduardo",300,1996,,Maestro en Desarrollo Urbano,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Ciudades y pueblos,Researchers,Students
"Acumulación de capital, estado y configuración espacial: estudio de caso del periódo cardenista, México 1934-1940",1988_bautista_ca.pdf,1988_bautista_ca.pdf,"Bautista Escobar, César A.",301,1988,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Educación,Researchers,Students
Un análisis de la productividad del trabajo en las nueve actividades económicas en México: 1970-1985,1987_alarcon_mr.pdf,1987_alarcon_mr.pdf,"Alarcón Benet, María Rosa",302,1987,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Productividad laboral,Researchers,Students
La migración internacional a los países petroleros del Golfo Arabe-Persico: sus repercusiones políticas y socio-culturales,1988_musalem_d.pdf,1988_musalem_d.pdf,"Musalem Rahal, Doris",303,1988,,Maestro en Estudios de Asia y Africa,Centro de Estudios de Asia y Africa,,El Colegio de México A.C.,5,,,Petróleo,Researchers,Students
El proceso de industrialización en el estado de Puebla (1965-1985),1988_urdaneta_ce.pdf,1988_urdaneta_ce.pdf,"Urdaneta Troconis, Carlos Enrique",304,1988,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Industrialización,Researchers,Students
"Estructura y dinámica industrial: el caso de la región centro de México, 1965-1985",1988_hernandez_a.pdf,1988_hernandez_a.pdf,"Hernández Hernández, Arturo",305,1988,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Ciudades y pueblos,Researchers,Students
El Marquesado del Valle,1968_garcia_b.pdf,1968_garcia_b.pdf,"García Martínez, Bernardo",308,1968,,Maestro en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,"Cortés, Hernán",Researchers,Students
Política lingüística y estado en Tanzania,1991_jimenez_or.pdf,1991_jimenez_or.pdf,"Jiménez González, Oscar Rafael",311,1991,,Maestro en Estudios de Africa,Centro de Estudios de Asia y Africa,,El Colegio de México A.C.,4,5,,Política lingüística,Researchers,Students
Políticas de industrialización en Sonora (1979-1985): el caso de los parques industriales,1987_aguilar_pe.pdf,1987_aguilar_pe.pdf,"Aguilar Zéleny, Patricia Erika",312,1987,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Localización industrial,Researchers,Students
Localización de la industria mécanica en México,1987_sobrino_lj.pdf,1987_sobrino_lj.pdf,"Sobrino, Jaime",314,1987,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Industria mécanica,Researchers,Students
Precios y diferencias de productos en la industria farmacéutica,1987_molina_re.pdf,1987_molina_re.pdf,"Molina Salazar, Raúl E.",316,1987,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Industria farmacéutica,Researchers,Students
Colonialismo y estado nacional en el Africa subsahariana: 1940-1960 el caso de Nigeria,1985_alves_J.pdf,1985_alves_J.pdf,"Alves Donizeth, José",317,1985,,Maestro en Estudios Africanos,Centro de Estudios de Asia y Africa,,El Colegio de México A.C.,5,,,Participación política,Researchers,Students
Epistemología del dato,1986_prada_r.pdf,1986_prada_r.pdf,"Prada Alcoreza, Raúl",318,1986,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Dato,Researchers,Students
La apropiación espacial en zonas aledañas al Distrito Central de Beirut: el caso de Zoqâq el-blât,2015_hernandez_ro.pdf,2015_hernandez_ro.pdf,"Hernández Beristáin, Resih Omar",323,2015,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,5,,,Espacio urbano,Researchers,Students
Historia de una profesión: maestros de educación primaria en México 1887-1993,1993_arnaut_a.pdf,1993_arnaut_a.pdf,"Arnaut Salgado, Alberto",325,1993,,Maestro en Ciencia Política,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Educación,Researchers,Students
"Idea de la protección jurídica: Nueva España, siglos XVI, y XVII",1968_lira_a.pdf,1968_lira_a.pdf,"Lira, Andrés",326,1968,,Maestro en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Indios de México,Researchers,Students
La problemática regional del agua y sus implicaciones ambientales: el caso de la meseta Purépecha,1988_avila_p.pdf,1988_avila_p.pdf,"Ávila García, Patricia",327,1988,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Abastecimiento de agua,Researchers,Students
"Niveles, tendencias y factores asociados con la mortalidad infantil en el Perú",1989_loveday_lm.pdf,1989_loveday_lm.pdf,"Loveday Gómez, Lourdes María",330,1989,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Niños,Researchers,Students
Características generales de la migración en el período petrolero en Tabasco,1985_lezama_Jl.pdf,1985_lezama_Jl.pdf,"Lezama, José Luis",333,1985,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Migración de trabajadores,Researchers,Students
Planeación urbana y producción habitacional en los municipios de la ZMCM: la problemática de la gestión urbana municipal,1988_camargo_ea.pdf,1988_camargo_ea.pdf,"Camargo Sánchez, Elsa Adriana",335,1988,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Ciudades y pueblos,Researchers,Students
Encuesta Nacional sobre Fecundidad y Salud 1987: una evaluación de la calidad de la información,1989_echarri_cj.pdf,1989_echarri_cj.pdf,"Echarri Cánovas, Carlos Javier",337,1989,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Fecundidad humana,Researchers,Students
Estimación para México del sistema generalizado y dinámico de gasto lineal,1989_ventura_r.pdf,1989_ventura_r.pdf,"Ventura Ramírez, Rubén",338,1989,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Consumo (Economía política),Researchers,Students
Las teorias monetarista y la estructuralista latinoamericana de la inflación y la experiencia mexicana: (1970-1982),1987_liquitaya_jd.pdf,1987_liquitaya_jd.pdf,"Liquitaya Briceño, J. Dimas",340,1987,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Cuestión monetaria,Researchers,Students
Estimación de un modelo de demanda: el caso de México,1987_cardenas_a.pdf,1987_cardenas_a.pdf,"Cárdenas Almagro, Antonio",343,1987,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,"Demanda, Estimación de",Researchers,Students
"El desequilibrio entre los sexos en la población casadera: México, 1980",1990_pavon_np.pdf,1990_pavon_np.pdf,"Pavón Reyes, Norma Patricia",345,1990,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Matrimonio,Researchers,Students
"La fecundidad en la frontera norte de México: Tijuana, Cd. Juárez y Nuevo Laredo",1990_gonzalez_rs.pdf,1990_gonzalez_rs.pdf,"González Ramírez, Raúl S.",347,1990,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Fecundidad humana,Researchers,Students
La política comercial mexicana en 1983-1988: una evaluación con base en un modelo de equilibrio general aplicado,1989_guerrero_r.pdf,1989_guerrero_r.pdf,"Guerrero, Rodolfo",353,1989,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Cambio exterior,Researchers,Students
"Elecciones, autoritarismo y democracia en México",1989_molinar_jf.pdf,1989_molinar_jf.pdf,"Molinar Horcasitas, Juan Francisco",355,1989,,Maestro en Ciencia Política,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Autoritarismo,Researchers,Students
La incidencia del impuesto inflacionario en la distribución del ingreso en México,1989_yepez_ra.pdf,1989_yepez_ra.pdf,"Yépez-García, Rigoberto Ariel",356,1989,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Distribución del ingreso,Researchers,Students
"Cálculo de la frontera beneficio-salario para México, 1950-1980",1990_arceo_m.pdf,1990_arceo_m.pdf,"Arceo García, Manuel",357,1990,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Precios,Researchers,Students
"Un método para evaluar, en forma indirecta, las variaciones de los coeficientes elasticidad producto en una función agregada de producción: el caso de la Cobb-Douglas",1974_vives_jt.pdf,1974_vives_jt.pdf,"Vives Urbina, José Tomás",359,1974,,Maestro en Economía,Centro de Estudios Económicos y Demográficos,,El Colegio de México A.C.,5,,,"Producción, Análisis de la",Researchers,Students
Población y necesidades básicas en el partido de Luján,1989_ordorica_m.pdf,1989_ordorica_m.pdf,"Ordorica, Manuel",360,1989,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,"Luján, Argentina",Researchers,Students
Algunas experiencias de Corea y Taiwan en su apertura comercial y su comparación con el caso mexicano,1990_faya_ja.pdf,1990_faya_ja.pdf,"Faya Chávez, Joaquín A.",367,1990,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Exportación e importación,Researchers,Students
Determinantes del control voluntario de la fecundidad: un enfoque socioeconómico,1986_rodriguez_rc.pdf,1986_rodriguez_rc.pdf,"Rodríguez Guajardo, Raymundo Cruz",368,1986,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Fecundidad humana,Researchers,Students
"La reducción de la jornada de trabajo en México: antecedentes, situación actual y alternativas para el futuro",1986_hernandez_e.pdf,1986_hernandez_e.pdf,"Hernández Pérez, Eduardo",371,1986,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Jornada de trabajo,Researchers,Students
"Funciones económicas y especialización urbana de las ciudades intermedias de México, 1960-1980",1989_daville_sl.pdf,1989_daville_sl.pdf,"Daville Landero, Selva Leonor",372,1989,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Ciudades y pueblos,Researchers,Students
Mercado interno y urbanización en el México colonial,1986_duhau_er.pdf,1986_duhau_er.pdf,"Duhau, Emilio R.",374,1986,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Urbanización,Researchers,Students
Análisis del sistema de ciudades de San Luis Potosí,1988_garrocho_cf.pdf,1988_garrocho_cf.pdf,"Garrocho Rangel, Carlos Félix",375,1988,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Ciudades y pueblos,Researchers,Students
Abasto y comercialización de maíz: el papel de Conasupo,1987_lampell_j.pdf,1987_lampell_j.pdf,"Lampell Adler, Julio",378,1987,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,México,Researchers,Students
Un objeto de estudio: las madres con más de un hijo fallecido en la infancia,1989_romero_de.pdf,1989_romero_de.pdf,"Romero Montilla, Dalia Elena",382,1989,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Fecundidad humana,Researchers,Students
"Análisis espacial de la satisfacción de necesidades básicas y niveles de vida en el Estado de México, 1960-1980",1989_rodriguez_f.pdf,1989_rodriguez_f.pdf,"Rodríguez Hernández, Francisco",385,1989,,Maestro en Desarrollo Urbano y Regional,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Costo y standard de vida,Researchers,Students
La productividad de los factores,1986_campos_ci.pdf,1986_campos_ci.pdf,"Campos Arana, Carlos Iván",391,1986,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Producción (Teoría económica),Researchers,Students
Formación profesional y empleo: un caso concreto: el área económica-administrativa de la Universidad Veracruzana en la ciudad de Xalapa,1987_aguilera_mdelal.pdf,1987_aguilera_mdelal.pdf,"Aguilera Mejía, María de la Luz",393,1987,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Jalapa,Researchers,Students
Sistema carretero y dinámica urbana: 1930-1970,1989_espinosa_ie.pdf,1989_espinosa_ie.pdf,"Espinosa Sánchez, Irma Elizabeth",396,1989,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Carreteras,Researchers,Students
La mortalidad en un grupo selecto,1989_ferrer_me.pdf,1989_ferrer_me.pdf,"Ferrer Rodríguez, Martha Elena",399,1989,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Mortalidad,Researchers,Students
